City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
291,Buala,SB,2021-11-20 18:01:34,-8.145,159.5921,78.91,78,94,0.51
292,Longyearbyen,SJ,2021-11-20 18:01:16,78.2186,15.6401,10.24,72,75,9.22
293,Les Cayes,HT,2021-11-20 18:01:34,18.2,-73.75,85.89,57,43,9.37
294,Kieta,PG,2021-11-20 18:01:35,-6.2167,155.6333,78.39,82,97,1.39
295,Mehamn,NO,2021-11-20 17:57:23,71.0357,27.8492,29.37,70,100,24.7
296,Bandar-E Lengeh,IR,2021-11-20 18:01:35,26.5579,54.8807,75.47,47,0,4.21
297,Petropavlovsk-Kamchatskiy,RU,2021-11-20 18:01:35,53.0452,158.6483,33.49,97,100,25.21
298,Ahome,MX,2021-11-20 18:01:36,25.9167,-109.1833,81.57,42,65,3.85
299,Marrakesh,MA,2021-11-20 17:58:17,31.6315,-8.0083,64.47,59,40,4.61
300,Bumba,CD,2021-11-20 18:01:36,2.1833,22.4667,76.26,76,90,2.59
301,Leh,IN,2021-11-20 18:01:36,34.1667,77.5833,17.92,54,0,2.86
302,Pringsewu,ID,2021-11-20 18:01:37,-5.3582,104.9744,75.4,88,99,2.73
303,Grand Gaube,MU,2021-11-20 17:59:57,-20.0064,57.6608,77.38,67,3,4.0
304,Pangnirtung,CA,2021-11-20 18:01:37,66.1451,-65.7125,9.01,76,88,5.84
305,Berlevag,NO,2021-11-20 18:01:37,70.8578,29.0864,30.47,72,100,26.31
306,Mitsamiouli,KM,2021-11-20 18:01:38,-11.3847,43.2844,79.72,76,28,10.63
307,Agirish,RU,2021-11-20 18:01:38,61.9247,63.0231,22.66,96,100,6.11
308,Norsup,VU,2021-11-20 18:01:38,-16.0667,167.3833,77.85,80,100,4.97
309,Ankara,TR,2021-11-20 17:57:21,39.9199,32.8543,42.21,69,59,1.01
310,Tanete,ID,2021-11-20 18:01:39,-3.9443,119.7848,75.36,96,100,1.99
311,Luancheng,CN,2021-11-20 18:01:39,37.8792,114.6517,43.14,89,91,0.78
312,Babu,CN,2021-11-20 18:01:40,24.4167,111.5167,66.74,97,100,1.05
313,Kruisfontein,ZA,2021-11-20 18:01:40,-34.0033,24.7314,61.88,77,69,12.46
314,Puerto Baquerizo Moreno,EC,2021-11-20 18:01:40,-0.9,-89.6,69.66,78,60,11.05
315,Tigzirt,DZ,2021-11-20 18:01:40,36.8886,4.1198,63.57,64,100,5.55
316,Okha,RU,2021-11-20 18:01:41,53.5739,142.9478,27.03,83,91,21.34
317,Luanda,AO,2021-11-20 18:02:32,-8.8368,13.2343,80.6,78,40,10.36
318,Pacific Grove,US,2021-11-20 17:59:57,36.6177,-121.9166,65.77,90,75,1.99
319,Ntungamo,UG,2021-11-20 18:02:41,-0.8833,29.65,63.82,97,87,3.36
320,Sao Paulo De Olivenca,BR,2021-11-20 18:02:42,-3.3783,-68.8725,76.32,89,100,3.4
321,Mount Gambier,AU,2021-11-20 17:59:17,-37.8333,140.7667,39.11,93,1,3.44
322,La Cruz,MX,2021-11-20 18:02:42,23.9167,-106.9,80.28,41,0,3.24
323,Lafia,NG,2021-11-20 18:02:42,8.4833,8.5167,84.96,34,74,3.13
324,Igarka,RU,2021-11-20 17:59:35,67.4667,86.5833,-17.18,91,49,11.88
325,Kushima,JP,2021-11-20 18:02:43,31.4583,131.2333,53.11,76,83,3.8
326,Cairns,AU,2021-11-20 18:02:43,-16.9167,145.7667,71.55,90,75,10.36
327,Valdez,EC,2021-11-20 18:02:44,1.2492,-78.9831,78.08,79,68,10.25
328,Comodoro Rivadavia,AR,2021-11-20 18:02:44,-45.8667,-67.5,80.46,24,40,24.16
329,San Cristobal,VE,2021-11-20 18:01:50,7.7669,-72.225,87.21,37,60,3.33
330,Winnemucca,US,2021-11-20 18:02:44,40.973,-117.7357,42.85,61,1,0.0
331,Codrington,AU,2021-11-20 17:58:43,-38.2667,141.9667,48.52,83,2,8.28
332,Micheweni,TZ,2021-11-20 18:02:45,-4.9667,39.8333,79.11,80,59,9.08
333,Bodden Town,KY,2021-11-20 18:02:45,19.2833,-81.25,86.0,74,20,8.01
334,Manokwari,ID,2021-11-20 18:02:45,-0.8667,134.0833,78.39,81,99,3.42
335,Krasnoselkup,RU,2021-11-20 18:02:46,65.7,82.4667,-4.4,88,100,20.76
336,Roald,NO,2021-11-20 18:02:46,62.5833,6.1333,42.17,87,40,12.66
337,Ancud,CL,2021-11-20 18:02:46,-41.8697,-73.8203,57.04,74,58,11.77
338,San Rafael,AR,2021-11-20 18:01:37,-34.6177,-68.3301,88.59,19,1,5.77
339,Ostrovnoy,RU,2021-11-20 18:02:47,68.0531,39.5131,31.75,81,99,8.63
340,Sur,OM,2021-11-20 18:02:47,22.5667,59.5289,74.95,55,0,7.43
341,Hastings,GB,2021-11-20 18:02:47,50.8552,0.5729,50.92,85,100,8.23
342,Bonthe,SL,2021-11-20 18:02:48,7.5264,-12.505,83.3,75,29,10.13
343,Balti,MD,2021-11-20 18:02:48,47.7617,27.9289,50.2,69,51,16.55
344,Baillif,GP,2021-11-20 18:02:48,16.0202,-61.7463,80.1,74,52,10.6
345,Aqtobe,KZ,2021-11-20 18:02:49,50.2797,57.2072,23.09,86,0,17.9
346,Valdivia,CL,2021-11-20 18:02:21,-39.8142,-73.2459,73.76,41,6,5.61
347,Havre-Saint-Pierre,CA,2021-11-20 18:02:49,50.2334,-63.5986,34.11,48,7,17.65
348,Trinidad,BO,2021-11-20 18:02:50,-14.8333,-64.9,84.96,59,80,3.74
349,Puerto Carreno,CO,2021-11-20 18:02:50,6.189,-67.4859,95.38,40,40,4.52
350,Necochea,AR,2021-11-20 18:01:17,-38.5473,-58.7368,92.03,27,3,6.96
351,Laela,TZ,2021-11-20 18:02:50,-8.5667,32.05,71.38,43,19,2.68
352,Guiyang,CN,2021-11-20 18:02:51,26.5833,106.7167,52.18,96,100,6.13
353,Acarau,BR,2021-11-20 18:02:51,-2.8856,-40.12,87.51,61,70,19.33
354,Rio Grande,BR,2021-11-20 18:02:52,-32.035,-52.0986,84.31,54,0,10.94
355,Kuznechnoye,RU,2021-11-20 18:02:52,61.12,29.8686,36.45,78,73,11.83
356,Mackay,AU,2021-11-20 18:01:30,-21.15,149.2,66.04,71,51,2.86
357,Roebourne,AU,2021-11-20 18:02:52,-20.7833,117.1333,80.89,51,88,8.25
358,Arman,RU,2021-11-20 18:02:53,59.7,150.1667,17.96,78,100,11.95
359,Morehead,US,2021-11-20 18:02:53,37.2711,-87.1764,58.14,37,1,1.01
360,Shingu,JP,2021-11-20 18:02:53,33.7333,135.9833,54.55,80,0,5.91
361,Road Town,VG,2021-11-20 18:02:54,18.4167,-64.6167,82.99,72,10,13.02
362,Los Llanos De Aridane,ES,2021-11-20 18:02:54,28.6585,-17.9182,65.95,58,20,4.0
363,Mancio Lima,BR,2021-11-20 18:02:54,-7.6142,-72.8958,90.07,48,91,2.35
364,Minbu,MM,2021-11-20 18:02:55,20.1833,94.8833,75.29,80,16,2.75
365,Cahors,FR,2021-11-20 18:02:55,44.4167,1.3333,48.31,83,98,1.52
366,Sambava,MG,2021-11-20 18:01:23,-14.2667,50.1667,75.88,80,5,5.37
367,Padang,ID,2021-11-20 18:03:55,-0.9492,100.3543,78.6,85,71,3.0
368,Hermosillo,MX,2021-11-20 18:00:02,29.0667,-110.9667,82.4,23,78,4.0
369,Vyazemskiy,RU,2021-11-20 18:03:56,47.5378,134.7525,18.3,95,100,2.44
370,Garissa,KE,2021-11-20 18:03:56,-0.4536,39.6401,84.11,62,94,18.54
371,Sebring,US,2021-11-20 18:03:57,27.4956,-81.4409,79.83,71,75,13.0
372,Marsh Harbour,BS,2021-11-20 18:03:57,26.5412,-77.0636,74.61,89,100,24.63
373,Bechet,RO,2021-11-20 18:03:57,43.7667,23.95,49.05,67,1,11.79
374,Maragogi,BR,2021-11-20 18:03:58,-9.0122,-35.2225,83.19,65,65,12.41
375,Kualakapuas,ID,2021-11-20 18:03:58,-3.0091,114.3876,77.16,97,100,1.43
376,Las Vegas,US,2021-11-20 18:03:24,36.175,-115.1372,68.81,24,1,6.91
377,Kavaratti,IN,2021-11-20 18:03:59,10.5669,72.642,81.32,76,85,13.49
378,Isla Del Bosque,MX,2021-11-20 18:03:59,22.7333,-105.85,84.24,48,0,5.64
379,Veinticinco De Mayo,AR,2021-11-20 18:03:59,-35.4323,-60.1727,91.06,32,2,5.01
380,Zilair,RU,2021-11-20 18:03:59,52.2332,57.4392,21.25,86,100,11.95
381,Stonewall,CA,2021-11-20 18:04:00,50.1344,-97.3268,28.67,88,6,9.78
382,Bintulu,MY,2021-11-20 18:04:00,3.1667,113.0333,78.26,89,100,4.05
383,Perth,AU,2021-11-20 18:00:13,-31.9333,115.8333,65.66,71,0,6.91
384,Brae,GB,2021-11-20 18:04:01,60.3964,-1.353,42.71,91,64,21.79
385,Novyy Urgal,RU,2021-11-20 18:04:01,51.0736,132.5642,-5.69,100,97,1.59
386,San Patricio,US,2021-11-20 18:04:01,28.017,-97.5169,80.55,62,15,9.1
387,Kamloops,CA,2021-11-20 18:04:02,50.6665,-120.3192,32.58,92,74,2.8
388,Noyabrsk,RU,2021-11-20 18:04:02,63.1994,75.4507,10.06,94,100,15.7
389,Moissala,TD,2021-11-20 18:04:02,8.3404,17.7663,83.79,27,73,2.95
390,Fukuma,JP,2021-11-20 18:04:03,33.7667,130.4667,51.15,55,56,4.88
391,Ilinskoye-Khovanskoye,RU,2021-11-20 18:04:03,56.9718,39.7684,33.13,82,100,16.64
392,Saquena,PE,2021-11-20 18:04:03,-4.6667,-73.5167,90.81,50,93,3.8
393,Talavera,PH,2021-11-20 18:04:04,15.6167,120.9333,75.34,81,100,2.24
394,Gasa,PS,2021-11-20 18:04:04,31.5,34.4667,57.18,66,100,8.63
395,Vangaindrano,MG,2021-11-20 18:04:04,-23.35,47.6,75.33,84,51,5.82
396,Kendari,ID,2021-11-20 18:04:05,-3.945,122.4989,76.14,93,91,2.55
397,Urengoy,RU,2021-11-20 18:04:05,65.9667,78.3667,-2.04,94,100,19.17
398,Chapais,CA,2021-11-20 18:04:05,49.7834,-74.8492,30.85,71,100,10.0
399,Tahe,CN,2021-11-20 18:04:06,52.3333,124.7333,8.08,97,100,0.83
400,Yangambi,CD,2021-11-20 18:04:06,0.8102,24.4336,72.72,83,89,1.39
401,Fairfield,US,2021-11-20 17:59:56,41.2668,-73.3162,46.65,48,24,4.52
402,Grindavik,IS,2021-11-20 18:00:28,63.8424,-22.4338,32.47,74,75,4.61
403,Nelson Bay,AU,2021-11-20 18:04:06,-32.7167,152.15,64.76,96,100,1.01
404,Te Anau,NZ,2021-11-20 18:04:07,-45.4167,167.7167,48.16,93,100,0.98
405,Souillac,MU,2021-11-20 18:04:07,-20.5167,57.5167,77.36,69,30,11.05
406,Lokosovo,RU,2021-11-20 18:04:07,61.1333,74.8167,25.07,96,100,8.59
407,Ulladulla,AU,2021-11-20 18:04:08,-35.35,150.4667,57.78,93,100,7.49
408,Elverum,NO,2021-11-20 18:04:08,60.8819,11.5623,33.06,92,25,2.89
409,Goure,NE,2021-11-20 18:04:08,13.9835,10.2704,87.03,14,9,9.62
410,Niihama,JP,2021-11-20 18:05:09,33.9593,133.3167,51.39,66,1,2.15
411,Ouadda,CF,2021-11-20 18:05:09,8.0777,22.4007,76.05,36,28,4.97
412,San Jose,US,2021-11-20 18:01:04,37.3394,-121.895,64.85,59,20,4.61
413,Lethem,GY,2021-11-20 18:05:09,3.3803,-59.7968,91.63,46,78,5.46
414,Tilichiki,RU,2021-11-20 18:05:10,60.4667,166.1,0.86,95,95,10.31
415,Tessalit,ML,2021-11-20 18:02:11,20.1986,1.0114,81.23,21,95,14.0
416,Hay River,CA,2021-11-20 18:02:22,60.8156,-115.7999,4.51,88,92,11.41
417,Ginda,IN,2021-11-20 18:05:10,30.6945,78.4932,47.84,28,0,7.58
418,Ryotsu,JP,2021-11-20 18:05:11,38.0833,138.4333,49.1,66,19,2.98
419,San Joaquin,US,2021-11-20 18:05:11,37.9333,-121.3011,62.15,75,1,5.75
420,Fartura,BR,2021-11-20 18:05:11,-23.3883,-49.51,83.21,44,19,7.11
421,Minot,US,2021-11-20 18:05:12,48.2325,-101.2963,43.02,39,1,12.66
422,Taoudenni,ML,2021-11-20 18:05:12,22.6783,-3.9836,84.9,23,99,10.0
423,Ust-Nera,RU,2021-11-20 18:05:12,64.5667,143.2,-13.25,98,98,1.74
424,Honiara,SB,2021-11-20 18:05:13,-9.4333,159.95,76.48,85,38,2.04
425,Ukiah,US,2021-11-20 18:05:13,39.1502,-123.2078,60.03,83,90,4.61
426,Rorvik,NO,2021-11-20 18:05:13,64.8621,11.2373,44.53,71,100,23.24
427,Smithers,CA,2021-11-20 18:01:28,54.7804,-127.1743,33.35,95,100,2.95
428,Eidsvag,NO,2021-11-20 18:05:14,62.7767,8.0668,39.85,96,100,3.62
429,Nemuro,JP,2021-11-20 18:05:14,43.3236,145.575,38.43,67,74,10.36
430,Atar,MR,2021-11-20 18:05:14,20.5169,-13.0499,89.44,19,100,3.65
431,Moose Factory,CA,2021-11-20 18:05:15,51.2585,-80.6094,33.78,86,90,6.91
432,Tepelene,AL,2021-11-20 18:05:15,40.2958,20.0192,56.19,76,21,3.0
433,Deer Lake,CA,2021-11-20 18:01:30,49.1667,-57.4316,35.46,75,75,12.66
434,Ust-Maya,RU,2021-11-20 18:05:15,60.4167,134.5333,-19.66,100,98,0.36
435,Murakeresztur,HU,2021-11-20 18:05:16,46.3642,16.8818,42.62,83,10,2.84
436,Ibra,OM,2021-11-20 18:05:16,22.6906,58.5334,68.99,48,2,0.58
437,Songea,TZ,2021-11-20 18:05:16,-10.6833,35.65,81.01,25,61,7.54
438,Chimbote,PE,2021-11-20 18:05:17,-9.0853,-78.5783,68.32,76,98,11.12
439,Ostersund,SE,2021-11-20 18:05:17,63.1792,14.6357,34.25,93,40,16.11
440,Avera,US,2021-11-20 18:05:17,33.194,-82.5271,60.31,33,0,10.51
441,Cozumel,MX,2021-11-20 18:05:18,20.5083,-86.9458,84.94,79,75,7.0
442,Puerto El Triunfo,SV,2021-11-20 18:05:18,13.2833,-88.55,91.56,51,100,1.07
443,Sept-Iles,CA,2021-11-20 18:04:23,50.2001,-66.3821,34.05,63,40,5.99
444,Dobrun,RU,2021-11-20 18:05:19,53.1851,34.2462,37.47,75,87,13.42
445,Onda,ES,2021-11-20 18:04:29,39.9667,-0.25,58.89,86,100,3.38
446,Porto Santo,PT,2021-11-20 18:05:19,33.072,-16.3415,68.38,56,20,4.61
447,Richton Park,US,2021-11-20 18:02:01,41.4845,-87.7034,48.67,62,1,11.5
448,Yakima,US,2021-11-20 18:05:19,46.4665,-120.6678,46.98,78,18,1.07
449,South Sioux City,US,2021-11-20 18:05:20,42.4739,-96.4136,49.95,44,20,3.0
450,Saveh,IR,2021-11-20 18:05:20,35.0213,50.3566,48.67,61,62,1.3
451,Luwuk,ID,2021-11-20 18:05:20,-0.9516,122.7875,77.45,90,73,1.99
452,Muros,ES,2021-11-20 18:05:21,42.7762,-9.0603,61.84,82,86,4.94
453,Kropotkin,RU,2021-11-20 18:05:21,45.4375,40.5756,50.02,77,98,30.11
454,Balikpapan,ID,2021-11-20 18:00:26,-1.2675,116.8289,75.61,90,93,5.53
455,Talcahuano,CL,2021-11-20 18:05:21,-36.7167,-73.1167,67.68,64,0,4.61
456,Babushkin,RU,2021-11-20 18:05:22,51.7122,105.8647,14.83,92,100,17.78
457,Aksu,CN,2021-11-20 18:06:22,41.1231,80.2644,29.48,47,0,3.42
458,Mega,ET,2021-11-20 18:06:22,4.05,38.3,66.69,52,37,5.84
459,Pithora,IN,2021-11-20 18:06:23,21.2667,82.5167,73.09,87,70,4.7
460,Toowoomba,AU,2021-11-20 18:06:23,-27.55,151.9667,65.25,92,97,1.01
461,Vila,PT,2021-11-20 18:06:23,42.0304,-8.1588,50.94,74,65,2.66
462,Borger,NL,2021-11-20 18:06:24,52.9233,6.7931,50.07,94,100,13.2
463,Cayenne,GF,2021-11-20 18:06:24,4.9333,-52.3333,84.24,84,0,6.91
464,Arlit,NE,2021-11-20 18:06:24,18.7369,7.3853,85.69,13,55,8.75
465,Tambun,ID,2021-11-20 18:06:25,-6.2641,107.0712,81.48,68,98,2.82
466,Moussoro,TD,2021-11-20 18:06:25,13.6408,16.4901,89.29,13,1,9.01
467,Sulangan,PH,2021-11-20 18:06:25,11.1373,123.7228,82.89,76,86,5.26
468,Cap Malheureux,MU,2021-11-20 18:06:26,-19.9842,57.6142,77.47,67,3,5.01
469,Mahajanga,MG,2021-11-20 18:06:26,-15.7167,46.3167,82.02,71,5,14.56
470,Khorol,UA,2021-11-20 18:06:26,49.7837,33.2783,43.05,67,88,17.87
471,San Pedro,PH,2021-11-20 18:06:26,14.35,121.0167,78.35,91,100,7.85
472,Siderno,IT,2021-11-20 18:06:27,38.2779,16.302,63.39,82,5,6.17
473,Srivardhan,IN,2021-11-20 18:06:27,18.0333,73.0167,80.28,83,98,3.31
474,Muroto,JP,2021-11-20 18:06:27,33.2833,134.15,61.5,66,2,10.85
475,Haapiti,PF,2021-11-20 18:06:28,-17.5667,-149.8667,82.13,66,48,16.11
476,Canoinhas,BR,2021-11-20 18:06:28,-26.1772,-50.39,77.77,45,75,2.95
477,Salinopolis,BR,2021-11-20 18:06:28,-0.6136,-47.3561,83.86,77,23,12.48
478,Quelimane,MZ,2021-11-20 18:06:29,-17.8786,36.8883,79.02,85,26,8.75
479,Lieksa,FI,2021-11-20 18:06:29,63.3167,30.0167,29.48,83,96,11.68
480,Erzurum,TR,2021-11-20 18:06:29,40.0,41.5,33.48,74,96,3.8
481,Teya,RU,2021-11-20 18:06:30,60.3778,92.6267,-10.57,99,89,2.8
482,Vanavara,RU,2021-11-20 18:06:30,60.34,102.2797,-18.45,100,89,2.19
483,Eyl,SO,2021-11-20 18:06:30,7.9803,49.8164,77.85,66,3,14.7
484,Ambilobe,MG,2021-11-20 18:06:31,-13.2,49.05,77.38,74,87,3.38
485,Zabid,YE,2021-11-20 18:06:31,14.1951,43.3152,83.48,49,5,3.42
486,Shenjiamen,CN,2021-11-20 18:05:14,29.9576,122.298,62.55,80,77,7.63
487,Tabou,CI,2021-11-20 18:02:07,4.423,-7.3528,81.7,79,15,7.45
488,Zalantun,CN,2021-11-20 18:06:31,48.0,122.7167,16.09,91,71,2.44
489,Candelaria,PH,2021-11-20 18:06:32,13.9311,121.4233,76.26,93,100,4.12
490,Wuwei,CN,2021-11-20 18:06:32,37.9281,102.6414,25.41,66,47,1.36
491,Lincoln,US,2021-11-20 18:02:06,40.8,-96.667,53.04,53,1,1.99
492,Jasper,US,2021-11-20 18:06:32,37.2001,-94.3502,61.45,37,1,7.0
493,Semirom,IR,2021-11-20 18:06:33,31.4167,51.5667,41.36,56,28,4.68
494,Dakar,SN,2021-11-20 18:06:33,14.6937,-17.4441,92.28,76,62,19.22
495,Benghazi,LY,2021-11-20 18:06:34,32.1167,20.0667,66.9,61,73,16.13
496,Belaya Gora,RU,2021-11-20 18:06:34,68.5333,146.4167,-10.86,100,99,1.74
497,Lagoa Da Canoa,BR,2021-11-20 18:06:34,-9.8297,-36.7378,90.64,40,62,21.45
498,Seydi,TM,2021-11-20 18:06:35,39.4816,62.9137,45.73,53,65,8.61
499,Vila Franca Do Campo,PT,2021-11-20 18:06:35,37.7167,-25.4333,68.2,69,81,15.7
500,Dudinka,RU,2021-11-20 18:06:35,69.4058,86.1778,-13.38,92,57,11.59
501,Hami,CN,2021-11-20 18:06:35,42.8,93.45,26.62,45,0,8.12
502,Raudeberg,NO,2021-11-20 18:06:36,61.9875,5.1352,39.87,82,100,1.99
503,Luganville,VU,2021-11-20 18:01:39,-15.5333,167.1667,75.67,85,100,4.54
504,Areka,ET,2021-11-20 18:07:36,7.0667,37.7,65.14,40,30,4.32
505,Bathsheba,BB,2021-11-20 18:07:36,13.2167,-59.5167,86.61,73,20,17.27
506,Afua,BR,2021-11-20 18:07:37,-0.1567,-50.3867,86.68,66,80,9.13
507,Eskisehir,TR,2021-11-20 18:07:37,39.7767,30.5206,35.51,87,20,5.75
508,Tariba,VE,2021-11-20 18:07:37,7.8188,-72.2243,86.23,41,59,1.45
509,Luderitz,NA,2021-11-20 18:07:38,-26.6481,15.1594,62.73,77,10,21.41
510,Gardner,US,2021-11-20 18:07:10,42.5751,-71.9981,44.22,42,1,3.44
511,Tiznit,MA,2021-11-20 18:07:38,29.5833,-9.5,62.76,63,17,4.63
512,Aswan,EG,2021-11-20 18:07:39,24.0934,32.907,70.66,35,5,8.66
513,Vicente Guerrero,MX,2021-11-20 18:07:39,19.1194,-98.1708,67.39,43,1,2.01
514,Rawson,AR,2021-11-20 18:02:41,-43.3002,-65.1023,79.86,27,72,30.15
515,Siniscola,IT,2021-11-20 18:07:39,40.5719,9.6922,54.95,78,3,3.22
516,Kailua,US,2021-11-20 18:07:40,21.4022,-157.7394,80.08,73,20,6.91
517,Gudalur,IN,2021-11-20 18:05:47,9.6833,77.2667,70.12,89,79,5.86
518,Makinsk,KZ,2021-11-20 18:07:40,52.6292,70.4169,16.21,80,100,14.0
519,Buraydah,SA,2021-11-20 18:07:41,26.326,43.975,67.42,18,0,7.94
520,Smiltene,LV,2021-11-20 18:07:41,57.4244,25.9016,41.81,78,85,9.48
521,San Quintin,MX,2021-11-20 18:07:41,30.4833,-115.95,64.36,74,98,7.87
522,Suluq,LY,2021-11-20 18:07:41,31.6682,20.2521,64.29,62,91,11.25
523,Hwange,ZW,2021-11-20 18:07:42,-18.3693,26.5019,75.16,70,78,3.67
524,Sabha,LY,2021-11-20 18:07:42,27.0377,14.4283,70.11,44,87,15.39
525,Waterloo,CA,2021-11-20 18:07:42,43.4668,-80.5164,43.32,76,100,7.0
526,Jawhar,SO,2021-11-20 18:07:43,2.7809,45.5005,77.56,73,63,13.09
527,Bac Lieu,VN,2021-11-20 18:07:43,9.285,105.7244,77.16,90,100,7.47
528,Tual,ID,2021-11-20 18:07:43,-5.6667,132.75,84.29,73,89,7.16
529,Ashibetsu,JP,2021-11-20 18:04:10,43.5097,142.1856,32.27,85,95,1.79
530,Matagami,CA,2021-11-20 18:07:44,49.7502,-77.6328,33.66,79,100,12.03
531,Drayton Valley,CA,2021-11-20 18:04:18,53.2168,-114.9854,17.91,90,100,11.45
532,Ciudad Bolivar,VE,2021-11-20 18:07:44,8.1222,-63.5497,93.87,40,28,6.93
533,Baghmara,IN,2021-11-20 18:07:44,23.795,86.2085,71.13,54,31,3.13
534,Hauterive,FR,2021-11-20 18:07:45,46.0901,3.4459,41.76,83,0,1.21
535,Sobolevo,RU,2021-11-20 18:07:45,54.4299,31.8996,37.89,75,69,16.51
536,Baruun-Urt,MN,2021-11-20 18:07:45,46.6806,113.2792,15.73,94,100,13.96
537,Batemans Bay,AU,2021-11-20 18:07:46,-35.7167,150.1833,59.2,94,100,4.74
538,Cochrane,CA,2021-11-20 18:07:46,51.1834,-114.4687,41.7,68,60,7.74
539,Walvis Bay,NA,2021-11-20 18:07:46,-22.9575,14.5053,59.09,90,32,13.18
540,Bansgaon,IN,2021-11-20 18:07:47,26.5586,83.3481,64.02,57,18,6.2
541,Durant,US,2021-11-20 18:07:47,33.994,-96.3708,68.49,48,1,13.8
