City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
344,Bedele,ET,8.456,36.353,49.59,65,96,1.68,overcast clouds
345,Karaton,ID,-6.3424,106.1045,80.89,96,100,5.55,light rain
346,Llanes,ES,43.4198,-4.7549,53.89,83,100,18.32,overcast clouds
347,Gimli,CA,50.6336,-96.9907,21.22,68,88,14.97,overcast clouds
348,Samarai,PG,-10.6167,150.6667,85.89,70,18,15.46,few clouds
349,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,36.19,48,0,2.24,clear sky
350,Muroto,JP,33.2833,134.15,55.44,53,3,17.22,clear sky
351,Vardo,NO,70.3705,31.1107,29.43,48,100,19.17,overcast clouds
352,Kaitangata,NZ,-46.2817,169.8464,56.93,59,68,6.35,broken clouds
353,Batagay-Alyta,RU,67.8006,130.4114,-26.3,98,30,3.69,scattered clouds
354,Umm Lajj,SA,25.0213,37.2685,70.52,45,3,15.86,clear sky
355,Novikovo,RU,51.1537,37.8879,29.95,80,100,5.06,overcast clouds
356,Iskateley,RU,67.6803,53.1512,13.21,97,91,7.58,overcast clouds
357,Rocha,UY,-34.4833,-54.3333,61.59,69,28,17.13,scattered clouds
358,Saint-Pierre,RE,-21.3393,55.4781,74.28,62,0,3.44,clear sky
359,Salta,AR,-24.7859,-65.4117,82.69,53,75,5.75,broken clouds
360,Skjervoy,NO,70.0311,20.9714,26.47,92,100,17.25,light snow
361,Kazachka,RU,53.3644,38.0694,23.13,84,88,6.26,overcast clouds
362,Pangnirtung,CA,66.1451,-65.7125,22.21,76,100,15.5,overcast clouds
363,Hammerfest,NO,70.6634,23.6821,28.85,69,75,5.75,broken clouds
364,Matara,LK,5.9485,80.5353,82.13,75,85,3.65,overcast clouds
365,Marica,BR,-22.9194,-42.8186,69.71,83,4,9.31,clear sky
366,Moron,AR,-34.6534,-58.6198,70.0,42,93,10.0,overcast clouds
367,Pacific Grove,US,36.6177,-121.9166,64.08,46,1,1.99,clear sky
368,Havelock,US,34.8791,-76.9013,50.94,92,85,1.99,overcast clouds
369,Kumaliskis,PH,10.5487,123.2197,79.66,75,94,8.23,overcast clouds
370,Kouroussa,GN,10.65,-9.8833,70.32,34,34,1.54,scattered clouds
371,Kabugao,PH,18.0217,121.1842,78.17,87,85,4.36,overcast clouds
372,Bolotnoye,RU,55.6717,84.3981,26.46,90,100,17.25,overcast clouds
373,Airai,TL,-8.9266,125.4092,77.36,50,86,1.66,overcast clouds
374,Meulaboh,ID,4.1363,96.1285,78.64,83,100,2.42,overcast clouds
375,Camacupa,AO,-12.0167,17.4833,61.75,94,100,2.24,overcast clouds
376,Legnago,IT,45.1832,11.3091,52.75,76,98,10.98,overcast clouds
377,San Andres,CO,12.5847,-81.7006,82.42,78,75,9.22,broken clouds
378,Kotri,PK,25.366,68.3122,72.46,15,2,7.47,clear sky
379,Isangel,VU,-19.55,169.2667,86.11,74,75,9.22,broken clouds
380,Viedma,AR,-40.8135,-62.9967,50.68,65,8,7.43,clear sky
381,Keetmanshoop,NA,-26.5833,18.1333,55.8,72,0,8.16,clear sky
382,Provideniya,RU,64.3833,-173.3,10.51,61,20,20.13,few clouds
383,Santa Vitoria,BR,-18.8386,-50.1214,76.33,77,96,2.35,overcast clouds
384,Brookings,US,44.3114,-96.7984,32.34,72,1,5.75,clear sky
385,Waingapu,ID,-9.6567,120.2641,87.84,59,98,6.42,overcast clouds
386,Avera,US,33.194,-82.5271,52.68,48,15,12.08,few clouds
387,Zhezkazgan,KZ,47.8043,67.7144,34.3,90,100,17.45,light rain
388,Ponta Do Sol,PT,32.6667,-17.1,68.72,70,92,6.93,overcast clouds
389,Aginskoye,RU,51.1,114.53,8.08,66,3,7.47,clear sky
390,Darnah,LY,32.767,22.6367,63.25,62,99,19.53,overcast clouds
391,Americus,US,32.0724,-84.2327,54.55,45,0,15.48,clear sky
392,Rafai,CF,4.95,23.9167,65.53,65,41,1.88,scattered clouds
393,Kahului,US,20.8947,-156.47,79.86,79,75,23.02,broken clouds
394,Broome,US,42.2506,-75.833,30.85,70,1,1.99,clear sky
395,Los Llanos De Aridane,ES,28.6585,-17.9182,64.15,83,0,5.99,clear sky
396,Saint-Joseph,RE,-21.3667,55.6167,73.2,71,17,6.46,few clouds
397,Luncavita,RO,45.2833,28.2667,43.25,79,100,3.47,overcast clouds
398,Iquique,CL,-20.2208,-70.1431,62.64,69,98,1.68,overcast clouds
399,San Rafael,AR,-34.6177,-68.3301,71.11,27,0,5.73,clear sky
400,Komsomolskiy,UZ,40.4272,71.7189,35.02,55,3,4.61,haze
401,Ketchikan,US,55.3422,-131.6461,42.78,93,90,3.44,light rain
402,Soyo,AO,-6.1349,12.3689,78.06,86,100,2.46,overcast clouds
403,Columbus,US,39.9612,-82.9988,31.15,77,1,6.91,clear sky
404,Farafangana,MG,-22.8167,47.8333,73.38,87,68,7.87,broken clouds
405,Tyazhinskiy,RU,56.116,88.524,26.82,81,96,14.56,overcast clouds
406,Tateyama,JP,34.9833,139.8667,63.1,66,58,3.78,broken clouds
407,Fare,PF,-16.7,-151.0167,81.01,74,100,9.48,overcast clouds
408,Bandar,ID,2.05,99.75,87.48,58,97,1.16,overcast clouds
409,Pisco,PE,-13.7,-76.2167,66.25,82,90,12.66,overcast clouds
410,Port-Cartier,CA,50.0334,-66.8654,37.62,69,100,12.19,overcast clouds
411,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,77.99,77,65,7.05,broken clouds
412,Baft,IR,29.234,56.6057,49.68,58,1,4.85,clear sky
413,Devils Lake,US,48.1128,-98.8651,28.38,86,1,9.22,clear sky
414,New Ulm,US,44.3125,-94.4605,28.92,66,1,6.91,clear sky
415,Rawah,IQ,34.4816,41.9093,58.03,62,6,5.59,clear sky
416,Tuy Hoa,VN,13.0833,109.3,75.09,92,100,13.11,overcast clouds
417,Radford,US,37.1318,-80.5764,37.56,55,1,10.36,clear sky
418,Kaduy,RU,59.2,37.15,15.69,96,56,5.41,broken clouds
419,Aberystwyth,GB,52.4155,-4.0829,34.66,80,29,3.69,scattered clouds
420,Kasama,ZM,-10.2129,31.1808,67.8,77,95,2.75,overcast clouds
421,Huejuquilla El Alto,MX,22.6,-103.8667,62.91,40,82,7.02,broken clouds
422,Sai Buri,TH,6.7013,101.6168,82.11,79,100,6.15,overcast clouds
423,Hervey Bay,AU,-25.2986,152.8535,82.04,74,84,8.77,light rain
424,Touros,BR,-5.1989,-35.4608,79.7,78,94,11.99,overcast clouds
425,Byron Bay,AU,-28.65,153.6167,78.91,71,33,9.55,scattered clouds
426,Altea,ES,38.5989,-0.0514,61.05,84,3,5.01,clear sky
427,Buraydah,SA,26.326,43.975,59.45,77,3,9.26,clear sky
428,Kungurtug,RU,50.5994,97.5228,13.39,71,100,0.98,overcast clouds
429,Huaicheng,CN,23.9051,112.1931,55.02,57,100,3.53,overcast clouds
430,Kailua,US,21.4022,-157.7394,82.38,71,90,11.5,overcast clouds
431,La Paz,BO,-16.5,-68.15,51.78,61,75,10.36,broken clouds
432,Wewak,PG,-3.5534,143.6268,83.14,79,50,5.93,scattered clouds
433,Peterhead,GB,57.5058,-1.7981,44.11,84,100,13.78,overcast clouds
434,Vilyuysk,RU,63.7553,121.6247,-18.81,97,100,2.59,overcast clouds
435,Nome,US,64.5011,-165.4064,3.27,60,1,9.22,clear sky
436,Illapel,CL,-31.6308,-71.1653,67.08,61,11,2.53,few clouds
437,Barabash,RU,43.2,131.4833,20.88,50,100,13.62,overcast clouds
438,Chifeng,CN,42.2683,118.9636,25.63,31,7,7.31,clear sky
439,Arusha,TZ,-3.3667,36.6833,60.85,89,25,3.33,scattered clouds
440,San Roque,ES,36.2107,-5.3842,56.23,62,75,17.27,broken clouds
441,Arawa,PG,-6.2132,155.5367,84.04,74,92,4.52,light rain
442,Chicama,PE,-7.8447,-79.1469,61.34,80,79,5.14,broken clouds
443,Aplahoue,BJ,6.9333,1.6833,74.97,92,9,2.04,light rain
444,Plettenberg Bay,ZA,-34.0527,23.3716,60.75,79,99,7.43,light rain
445,Lerwick,GB,60.1545,-1.1494,48.2,79,100,21.21,overcast clouds
446,Cam Ranh,VN,11.9214,109.1591,75.16,88,75,21.85,light rain
447,Iisalmi,FI,63.5592,27.1907,26.62,98,99,0.76,light snow
448,Tanga,TZ,-5.0667,39.1,75.87,85,97,1.77,overcast clouds
449,San Juan De Uraba,CO,8.7592,-76.5297,78.44,85,100,4.81,overcast clouds
450,Karratha,AU,-20.7377,116.8463,89.6,44,85,7.14,overcast clouds
451,Gambela,ET,8.25,34.5833,72.86,57,100,3.94,overcast clouds
452,Astana,KZ,51.1801,71.446,33.75,86,75,22.37,broken clouds
453,Mayumba,GA,-3.432,10.6554,76.6,90,100,6.82,moderate rain
454,Yumen,CN,40.2833,97.2,30.94,31,4,25.93,clear sky
455,Bilibino,RU,68.0546,166.4372,-21.62,90,4,3.62,clear sky
456,Muravlenko,RU,63.7898,74.523,14.54,95,100,9.78,overcast clouds
457,Mangrol,IN,21.1167,70.1167,80.44,76,50,5.84,scattered clouds
458,Mount Gambier,AU,-37.8333,140.7667,75.11,50,75,14.97,light rain
459,Puerto Carreno,CO,6.189,-67.4859,78.37,79,99,3.6,overcast clouds
460,Tacuati,PY,-23.45,-56.5833,73.99,55,33,3.02,scattered clouds
461,Anadyr,RU,64.75,177.4833,-12.5,84,0,8.95,clear sky
462,Kavaratti,IN,10.5669,72.642,81.14,76,78,7.49,broken clouds
463,Goderich,CA,43.7501,-81.7165,36.91,60,100,19.57,light rain
464,Emborion,GR,40.4833,21.55,46.0,95,100,2.33,overcast clouds
465,Myra,IT,45.4358,12.1348,52.88,77,0,6.91,clear sky
466,Vangaindrano,MG,-23.35,47.6,72.48,91,53,6.11,broken clouds
467,Talavera De La Reina,ES,39.9635,-4.8308,41.58,89,100,1.72,overcast clouds
468,Kushmurun,KZ,52.4503,64.6311,26.19,92,57,16.73,broken clouds
469,Ozernovskiy,RU,51.5,156.5167,39.27,67,100,5.46,overcast clouds
470,Pangani,TZ,-5.4333,38.9667,73.85,87,95,4.32,overcast clouds
471,Itarema,BR,-2.9248,-39.9167,80.29,81,100,14.67,overcast clouds
472,Aksu,CN,41.1231,80.2644,31.48,47,1,2.17,clear sky
473,Maniwaki,CA,46.3834,-75.966,28.94,58,54,8.05,broken clouds
474,Maracacume,BR,-2.0428,-45.9592,74.52,88,78,2.73,broken clouds
475,Toba,JP,34.4833,136.85,55.4,51,2,26.84,clear sky
476,Niamey,NE,13.5137,2.1098,77.29,23,0,2.3,clear sky
477,Antalaha,MG,-14.9003,50.2788,75.34,77,96,3.2,light rain
478,Chapais,CA,49.7834,-74.8492,13.78,89,100,11.43,overcast clouds
479,Blind River,CA,46.1834,-82.9582,30.31,78,46,11.63,scattered clouds
480,Ust-Maya,RU,60.4167,134.5333,-15.23,88,100,2.66,overcast clouds
481,Caluquembe,AO,-13.7833,14.6833,58.44,91,93,1.88,overcast clouds
482,Whitehorse,CA,60.7161,-135.0538,5.77,84,90,2.3,light snow
483,Haines Junction,CA,60.7522,-137.5108,3.15,66,100,5.75,overcast clouds
484,Buta,CD,2.7858,24.73,67.37,96,73,0.51,broken clouds
485,Kjollefjord,NO,70.9457,27.3465,23.07,64,100,8.37,overcast clouds
486,Santa Lucia,ES,27.9117,-15.5407,58.32,77,20,3.44,few clouds
487,Newport,GB,51.5877,-2.9984,39.38,90,11,6.6,few clouds
488,Verkhniy Avzyan,RU,53.5289,57.5372,18.5,91,100,11.25,overcast clouds
489,Riachao Do Dantas,BR,-11.0689,-37.725,71.69,98,52,3.98,light rain
490,Cayenne,GF,4.9333,-52.3333,81.09,84,75,1.01,broken clouds
491,Onverwacht,SR,5.5833,-55.1833,77.0,94,20,4.61,few clouds
492,Sheridan,US,44.8333,-106.9173,50.31,31,41,4.45,scattered clouds
493,Oranjemund,NA,-28.55,16.4333,63.43,79,100,8.48,overcast clouds
494,Boguchany,RU,58.3814,97.4531,27.66,87,100,8.66,overcast clouds
495,Luanda,AO,-8.8368,13.2343,77.52,82,100,4.27,overcast clouds
496,Cap Malheureux,MU,-19.9842,57.6142,72.46,74,1,5.01,clear sky
497,Kichera,RU,55.9375,110.0997,5.23,78,25,4.85,scattered clouds
498,Waddan,LY,29.1614,16.139,65.17,40,84,4.32,broken clouds
499,Encruzilhada Do Sul,BR,-30.5439,-52.5219,70.09,57,46,2.73,scattered clouds
500,Grand-Lahou,CI,5.1367,-5.0242,78.21,85,22,4.03,few clouds
501,Flin Flon,CA,54.7682,-101.865,16.77,94,100,10.74,light snow
502,Upata,VE,8.0086,-62.3989,74.19,98,98,2.86,overcast clouds
503,Japura,ID,-0.3167,102.35,88.63,59,100,2.26,overcast clouds
504,Berlevag,NO,70.8578,29.0864,25.09,54,100,3.31,overcast clouds
505,Klaksvik,FO,62.2266,-6.589,47.32,79,100,30.22,overcast clouds
506,Zelenyy Bor,RU,53.6667,91.6667,28.42,72,99,4.54,overcast clouds
507,Oranjestad,AW,12.524,-70.027,80.55,83,20,11.5,few clouds
508,Balkhash,KZ,46.844,74.9804,34.41,75,20,13.42,few clouds
509,Ambon,ID,-3.6954,128.1814,87.94,62,40,6.91,scattered clouds
510,Rakiv Lis,UA,51.6217,24.9243,33.06,94,88,5.68,overcast clouds
511,Cravo Norte,CO,6.3017,-70.2041,77.9,78,22,3.91,few clouds
512,Praia Da Vitoria,PT,38.7333,-27.0667,64.65,94,75,17.2,broken clouds
513,Xuddur,SO,4.1213,43.8894,68.7,93,26,12.41,scattered clouds
514,The Valley,AI,18.217,-63.0578,80.1,71,100,14.0,overcast clouds
515,Luancheng,CN,37.8792,114.6517,39.36,19,0,3.58,clear sky
516,Ziyang,CN,29.2497,117.8547,51.51,38,10,1.39,clear sky
517,Muli,MV,2.9167,73.5667,81.82,74,100,20.0,overcast clouds
518,Gigmoto,PH,13.7796,124.39,83.14,79,61,8.32,broken clouds
519,Angoche,MZ,-16.2325,39.9086,74.98,88,43,5.37,scattered clouds
520,Rantepao,ID,-2.9701,119.8978,84.07,57,17,3.09,few clouds
521,Chumikan,RU,54.7183,135.315,25.27,81,100,37.4,light snow
522,San-Pedro,CI,4.7485,-6.6363,76.96,85,6,1.14,clear sky
523,Kaoma,ZM,-14.7833,24.8,65.39,97,100,3.8,light rain
524,Corinto,GR,37.9407,22.9573,66.45,89,100,3.58,overcast clouds
525,Envira,BR,-7.3,-70.2167,72.01,98,100,2.86,moderate rain
526,Altamira,BR,-3.2033,-52.2064,73.51,92,13,0.58,few clouds
527,Muzaffarpur,IN,26.1167,85.4,58.93,41,0,3.31,clear sky
528,Auki,SB,-8.7676,160.7034,81.55,77,99,3.62,overcast clouds
529,Kutum,SD,14.2,24.6667,58.24,40,3,6.91,clear sky
530,Andenne,BE,50.4894,5.0951,34.27,87,4,4.25,clear sky
531,Port Hardy,CA,50.6996,-127.4199,44.6,100,90,3.44,light rain
532,Rawson,AR,-43.3002,-65.1023,51.17,55,93,11.9,overcast clouds
533,Sunyani,GH,7.3399,-2.3268,70.83,79,70,2.68,broken clouds
534,Hernani,ES,43.2662,-1.9762,48.18,81,75,1.01,broken clouds
535,Honiara,SB,-9.4333,159.95,87.28,65,44,9.8,scattered clouds
536,Numan,NG,9.4667,12.0333,75.78,31,14,2.59,few clouds
537,Lorengau,PG,-2.0226,147.2712,80.6,82,100,10.49,overcast clouds
538,Lensk,RU,60.7253,114.9278,-8.05,93,8,2.95,clear sky
539,Te Anau,NZ,-45.4167,167.7167,63.09,45,9,4.25,clear sky
540,Necochea,AR,-38.5473,-58.7368,55.04,67,2,14.41,clear sky
541,Adre,TD,13.4667,22.2,66.69,29,50,15.28,scattered clouds
542,Jawhar,SO,2.7809,45.5005,73.44,86,44,5.57,scattered clouds
543,Angoram,PG,-4.0625,144.0661,84.63,83,55,3.27,broken clouds
544,Chabahar,IR,25.2919,60.643,74.82,48,0,4.21,clear sky
545,Saqqez,IR,36.2499,46.2735,38.64,90,0,2.62,clear sky
546,Mananjary,MG,-21.2167,48.3333,73.11,85,40,6.11,scattered clouds
547,Macau,MO,22.2006,113.5461,61.93,67,40,21.85,scattered clouds
548,Borogontsy,RU,62.6683,131.1683,-16.35,90,100,2.82,overcast clouds
549,Pozhva,RU,59.0912,56.0847,20.61,88,97,10.04,overcast clouds
550,Saint Anthony,US,45.0205,-93.218,30.65,53,90,1.01,overcast clouds
551,Sun Valley,US,39.5963,-119.776,47.93,47,1,3.44,clear sky
552,Sangin,AF,32.0728,64.8359,52.21,25,1,1.05,clear sky
553,Yurginskoye,RU,56.8189,67.3921,17.64,92,83,11.05,broken clouds
554,Isla Vista,US,34.4133,-119.861,74.35,28,1,4.61,clear sky
555,Ambilobe,MG,-13.2,49.05,74.73,81,75,3.42,broken clouds
556,Grants Pass,US,42.439,-123.3284,44.29,100,90,0.0,fog
557,Naryan-Mar,RU,67.6713,53.087,13.96,97,92,7.58,overcast clouds
558,Husavik,IS,66.0449,-17.3389,40.91,78,17,9.44,few clouds
559,Bosaso,SO,11.2842,49.1816,74.61,78,100,1.59,overcast clouds
560,Amarpatan,IN,24.3167,80.9833,70.05,27,0,3.42,clear sky
561,San Quintin,MX,30.4833,-115.95,65.62,64,97,5.3,overcast clouds
562,Kokuy,RU,52.2037,117.5529,1.04,82,16,3.67,few clouds
563,Swan River,CA,52.1058,-101.2676,15.69,86,100,3.44,overcast clouds
564,Ayr,GB,55.4627,-4.6339,46.38,93,75,4.61,broken clouds
565,Codrington,AU,-38.2667,141.9667,75.7,50,100,14.79,overcast clouds
566,Turkistan,KZ,43.0,68.0,38.19,71,7,7.54,clear sky
567,Atasu,KZ,48.6814,71.6433,31.08,95,100,22.5,light snow
568,Seymchan,RU,62.8833,152.4333,-20.69,96,100,1.41,overcast clouds
569,La Belleza,CO,5.8637,-73.9617,51.17,98,97,3.47,overcast clouds
570,Astoria,US,46.1879,-123.8313,49.86,98,90,3.0,overcast clouds
571,Juneau,US,58.3019,-134.4197,35.6,95,90,6.91,mist
572,Hornostayivka,UA,47.0078,33.729,43.81,75,100,13.38,overcast clouds
573,Zonguldak,TR,41.25,31.8333,44.01,65,67,5.19,broken clouds
574,Gushikawa,JP,26.3544,127.8686,67.23,63,90,10.36,overcast clouds
575,Vanavara,RU,60.34,102.2797,14.43,94,100,8.12,light snow
576,Great Falls,US,47.5002,-111.3008,52.41,17,1,13.8,clear sky
577,Kedrovyy,RU,56.1667,91.8167,30.61,79,58,11.56,broken clouds
578,Kampong Thum,KH,12.7111,104.8887,82.09,67,78,11.83,broken clouds
579,Emba,KZ,48.8264,58.1442,36.88,98,100,11.52,overcast clouds
580,Adrar,MR,20.5022,-10.0711,74.41,44,100,9.26,overcast clouds
581,Mercedes,AR,-34.6515,-59.4307,68.85,34,75,16.26,broken clouds
582,Altay,CN,47.8667,88.1167,20.64,73,54,5.08,broken clouds
583,Gweta,BW,-20.1833,25.2333,70.99,66,100,5.35,overcast clouds
584,Santa Rosa,PH,14.3122,121.1114,88.09,66,77,13.94,broken clouds
585,Miandrivazo,MG,-19.5167,45.4667,79.32,82,99,1.43,light rain
586,Baishishan,CN,43.5833,127.5667,13.01,83,100,16.08,light snow
587,Fernley,US,39.608,-119.2518,48.02,43,0,2.62,clear sky
588,Santa Maria Del Oro,MX,25.9333,-105.3667,53.26,77,88,3.27,overcast clouds
589,Ankazoabo,MG,-22.2833,44.5167,74.12,78,36,3.42,scattered clouds
590,Nishihara,JP,26.1842,127.7558,67.28,60,75,19.57,broken clouds
591,Manicore,BR,-5.8092,-61.3003,74.12,98,100,2.33,overcast clouds
592,Kribi,CM,2.95,9.9167,77.25,89,53,3.15,broken clouds
593,Eyl,SO,7.9803,49.8164,74.28,75,80,6.96,broken clouds
594,Sarakhs,IR,36.5449,61.1577,55.06,51,97,6.89,overcast clouds
595,Vicksburg,US,32.3526,-90.8779,48.7,82,1,0.0,clear sky
596,Uong Bi,VN,21.0333,106.7833,64.38,52,88,5.01,overcast clouds
597,Balakhta,RU,55.38,91.6,26.17,75,57,11.27,broken clouds
598,Yola,NG,9.2,12.4833,76.33,31,4,1.52,clear sky
599,Druzhba,UA,52.0428,33.9453,26.92,74,100,4.9,overcast clouds
600,Fort-Shevchenko,KZ,44.5086,50.263,47.97,89,0,2.53,clear sky
601,Akyab,MM,20.15,92.9,78.8,65,13,5.93,few clouds
602,Jiayuguan,CN,39.8167,98.3,30.58,28,1,3.04,clear sky
603,Bakchar,RU,57.0186,82.0711,28.56,91,100,11.54,overcast clouds
604,Adeje,ES,28.1227,-16.726,70.97,84,20,6.91,few clouds
605,Mafeteng,LS,-29.823,27.2374,51.01,94,18,5.64,moderate rain
606,Atyrau,KZ,47.1167,51.8833,44.62,87,75,8.95,mist
607,Teknaf,BD,20.8624,92.3058,78.85,49,15,2.95,few clouds
608,Laguna,US,38.421,-121.4238,59.25,86,1,0.0,clear sky
609,Jenison,US,42.9072,-85.792,33.89,66,6,1.01,clear sky
610,Hovd,MN,48.0056,91.6419,25.74,32,66,6.33,broken clouds
611,Port Macquarie,AU,-31.4333,152.9167,75.88,78,66,5.77,broken clouds
612,Horta,PT,38.5333,-28.6333,64.72,86,28,16.69,scattered clouds
613,Emerald,AU,-23.5333,148.1667,80.74,57,96,11.5,overcast clouds
614,Abu Zabad,SD,12.35,29.25,66.2,28,30,11.68,scattered clouds
615,Malatya,TR,38.5,38.0,26.65,93,5,5.75,clear sky
616,Dali,CN,25.7,100.1833,56.91,67,37,0.76,scattered clouds
617,Troitsko-Pechorsk,RU,62.7084,56.1964,10.33,92,100,8.28,overcast clouds
618,Menongue,AO,-14.6585,17.691,60.3,79,100,3.69,overcast clouds
619,Maldonado,UY,-34.6667,-54.9167,63.79,69,37,16.35,scattered clouds
620,Zeya,RU,53.75,127.2667,18.55,62,100,15.93,overcast clouds
621,Portlethen,GB,57.0547,-2.1307,44.78,88,100,3.44,overcast clouds
622,Pudozh,RU,61.8099,36.5345,8.4,97,41,0.54,scattered clouds
623,Burewala,PK,30.1667,72.65,66.65,16,0,1.99,clear sky
624,Narragansett,US,41.4501,-71.4495,42.87,57,90,10.0,overcast clouds
625,Melhus,NO,63.2855,10.2781,40.68,90,100,7.78,light rain
626,Alyangula,AU,-13.8483,136.4192,91.27,52,76,8.05,broken clouds
627,Konin,PL,52.2234,18.2512,33.06,88,7,9.64,clear sky
628,Great Yarmouth,GB,52.6083,1.7305,43.21,83,99,9.8,overcast clouds
629,Carmaux,FR,44.051,2.158,42.69,84,39,4.45,scattered clouds
630,Esik,KZ,43.3552,77.4525,26.02,55,61,5.61,broken clouds
631,Pangkalanbuun,ID,-2.6833,111.6167,88.97,63,87,2.66,overcast clouds
632,Christchurch,NZ,-43.5333,172.6333,61.92,70,75,4.0,broken clouds
633,Vilanova Del Cami,ES,41.5717,1.6375,52.52,91,100,4.43,overcast clouds
634,Anshun,CN,26.25,105.9333,39.02,91,100,6.89,overcast clouds
635,Sika,GM,13.3546,-16.345,77.14,88,100,6.29,overcast clouds
636,Koumac,NC,-20.5667,164.2833,82.51,64,100,5.26,overcast clouds
637,Yeppoon,AU,-23.1333,150.7333,78.58,70,47,14.41,scattered clouds
638,Takoradi,GH,4.8845,-1.7554,78.93,82,24,2.35,few clouds
639,Durban,ZA,-29.8579,31.0292,69.03,89,100,1.99,light rain
640,Mhlume,SZ,-26.0333,31.85,68.86,98,100,0.65,light rain
641,Obukhiv,UA,50.11,30.6227,33.49,67,100,4.76,overcast clouds
642,Natal,BR,-5.795,-35.2094,80.82,83,40,8.05,scattered clouds
643,Vostok,RU,46.4856,135.8833,10.67,90,100,14.32,light snow
644,Gien,FR,47.6933,2.6309,35.42,96,6,14.38,clear sky
645,Saint-Denis,FR,48.9167,2.3333,37.94,85,0,5.01,clear sky
646,Taltal,CL,-25.4,-70.4833,59.79,83,88,0.74,overcast clouds
647,Talakan,RU,50.3167,130.3667,25.7,95,100,10.38,light snow
648,Egvekinot,RU,66.3167,-179.1667,-5.62,72,8,10.22,clear sky
649,Mucurapo,TT,10.6667,-61.5333,79.25,83,59,5.99,broken clouds
650,Baruun-Urt,MN,46.6806,113.2792,11.08,64,1,4.29,clear sky
651,Pauini,BR,-7.7136,-66.9764,72.61,99,100,2.62,overcast clouds
652,Dengzhou,CN,37.8086,120.7508,43.41,44,18,22.35,few clouds
653,Maraa,BR,-1.8333,-65.3667,74.05,97,98,1.52,moderate rain
654,Fuling,CN,29.7022,107.3919,54.12,74,100,2.46,overcast clouds
655,Skibbereen,IE,51.55,-9.2667,37.2,75,3,4.32,clear sky
656,Arkhara,RU,49.4212,130.0842,22.57,95,100,14.63,light snow
657,Sao Joao Del Rei,BR,-21.1356,-44.2617,61.93,97,55,5.68,broken clouds
658,Diphu,IN,25.8333,93.4333,68.47,74,39,2.06,scattered clouds
659,Tecoanapa,MX,16.5167,-98.75,79.39,79,0,4.74,clear sky
660,Dharmabad,IN,18.9,77.85,76.57,81,98,5.19,overcast clouds
661,Constantine,DZ,36.365,6.6147,44.01,87,40,2.3,scattered clouds
662,Kamaishi,JP,39.2667,141.8833,45.55,74,71,6.44,broken clouds
663,Galesong,ID,-5.3166,119.3661,89.62,69,4,4.47,clear sky
664,Grindavik,IS,63.8424,-22.4338,39.67,81,75,13.8,broken clouds
665,Brae,GB,60.3964,-1.353,48.11,79,100,21.45,overcast clouds
666,Bairiki,KI,1.3292,172.9752,82.4,74,75,6.91,broken clouds
667,Umba,RU,66.6871,34.3429,20.89,72,17,12.73,few clouds
668,Abu Dhabi,AE,24.4667,54.3667,74.97,84,0,1.14,clear sky
669,Ruteng,ID,-8.6136,120.4721,77.2,57,24,0.49,few clouds
670,Miri,MY,4.4148,114.0089,82.54,83,40,4.61,scattered clouds
671,Tamasane,BW,-22.4184,27.4013,65.68,87,92,2.19,overcast clouds
672,Nizhnevartovsk,RU,60.9344,76.5531,23.02,93,90,13.42,light snow
673,Kasongo-Lunda,CD,-6.4667,16.8167,68.31,97,100,1.23,overcast clouds
674,Beibei,CN,29.8256,106.4339,56.25,68,100,2.04,overcast clouds
675,Bambanglipuro,ID,-7.95,110.2833,69.6,85,100,3.83,moderate rain
676,Gari,RU,59.4307,62.3497,21.38,87,100,9.51,overcast clouds
677,Dillon,US,34.4166,-79.3712,50.67,54,65,14.27,broken clouds
678,Arendonk,BE,51.3227,5.0829,40.73,84,68,2.51,broken clouds
